measured_on,ac_current__319,ac_current__669,ac_power__315,ac_power__665,ac_voltage__318,ac_voltage__668,ambient_temp__320,ambient_temp__670,das_temp__325,dc_pos_current__317,dc_pos_current__667,dc_pos_voltage__316,dc_pos_voltage__666,dc_power__314,dc_power__664,inverter_temp__673,module_temp_1__321,module_temp_1__671,module_temp_2__672,poa_irradiance__663,system_id
2010-04-27 21:10:00,4.99,,-0.226,,121.826,,15.492,,325.368,0.006,,2.5,,0.014,,,15.544,,,,4
2010-04-27 21:11:00,4.989,,0.0,,121.837,,15.484,,319.825,0.007,,2.374,,0.016,,,15.567,,,,4
2010-04-27 21:12:00,4.991,,0.1759999999999999,,121.818,,15.428,,308.71,0.007,,2.246,,0.016,,,15.585,,,,4
2010-04-27 21:13:00,4.99,,0.016,,121.823,,15.397,,332.13,0.007,,2.524,,0.0179999999999999,,,15.58,,,,4
2010-04-27 21:14:00,4.99,,0.049,,121.837,,15.376,,336.99,0.007,,2.642,,0.02,,,15.599,,,,4
2010-04-27 21:15:00,4.99,,0.121,,121.897,,15.301,,350.251,0.006,,2.53,,0.016,,,15.63,,,,4
2010-04-27 21:16:00,4.987,,-0.028,,121.886,,15.325,,355.725,0.005,,2.684,,0.012,,,15.654,,,,4
2010-04-27 21:17:00,4.994,,0.121,,121.849,,15.388,,348.932,0.005,,2.702,,0.014,,,15.643,,,,4
2010-04-27 21:18:00,5.002,,-0.331,,121.939,,15.501,,338.909,0.007,,2.644,,0.0179999999999999,,,15.649,,,,4
2010-04-27 21:19:00,4.998,,-0.116,,122.002,,15.57,,324.209,0.007,,2.446,,0.016,,,15.648,,,,4
2010-04-27 21:20:00,4.997,,0.121,,122.012,,15.586,,334.605,0.007,,2.428,,0.016,,,15.655,,,,4
2010-04-27 21:21:00,4.997,,-0.2919999999999999,,121.936,,15.556,,340.592,0.007,,2.612,,0.0179999999999999,,,15.64,,,,4
2010-04-27 21:22:00,4.993,,-0.099,,121.906,,15.504,,328.528,0.006,,2.36,,0.014,,,15.633,,,,4
2010-04-27 21:23:00,4.998,,-0.2099999999999999,,121.954,,15.441,,327.205,0.008,,2.444,,0.0179999999999999,,,15.628,,,,4
2010-04-27 21:24:00,4.993,,-0.1439999999999999,,121.965,,15.436,,328.786,0.006,,2.546,,0.016,,,15.643,,,,4
2010-04-27 21:25:00,4.996,,0.165,,122.011,,15.442,,323.489,0.005,,2.582,,0.012,,,15.639,,,,4
2010-04-27 21:26:00,4.993,,-0.05,,121.986,,15.449,,323.036,0.007,,2.56,,0.02,,,15.635,,,,4
2010-04-27 21:27:00,5.001,,-0.2919999999999999,,122.029,,15.355,,320.959,0.007,,2.636,,0.0179999999999999,,,15.623,,,,4
2010-04-27 21:28:00,5.004,,0.049,,121.967,,15.232,,334.682,0.006,,2.74,,0.016,,,15.689,,,,4
2010-04-27 21:29:00,4.998,,-0.3579999999999999,,122.044,,15.045,,308.983,0.007,,2.444,,0.0179999999999999,,,15.753,,,,4
2010-04-27 21:30:00,5.006,,-0.133,,122.049,,14.884,,320.784,0.01,,2.492,,0.024,,,15.78,,,,4
2010-04-27 21:31:00,5.006,,-0.248,,122.054,,14.831,,334.738,0.006,,2.63,,0.016,,,15.767,,,,4
2010-04-27 21:32:00,5.0,,0.165,,122.148,,14.905,,336.219,0.007,,2.362,,0.016,,,15.764,,,,4
2010-04-27 21:33:00,5.009,,0.0109999999999999,,122.173,,14.82,,344.334,0.0089999999999999,,2.312,,0.02,,,15.735,,,,4
2010-04-27 21:34:00,5.01,,0.154,,122.247,,14.681,,337.336,0.0089999999999999,,2.45,,0.0219999999999999,,,15.799,,,,4
2010-04-27 21:35:00,5.006,,0.154,,122.236,,14.779,,326.997,0.007,,2.504,,0.016,,,15.847,,,,4
2010-04-27 21:36:00,5.006,,0.055,,122.308,,14.888,,336.885,0.007,,2.378,,0.016,,,15.874,,,,4
2010-04-27 21:37:00,5.011,,-0.121,,122.305,,15.214,,336.262,0.007,,2.786,,0.0179999999999999,,,15.976,,,,4
2010-04-27 21:38:00,5.018,,-0.094,,122.284,,15.114,,310.05,0.006,,2.416,,0.014,,,16.014,,,,4
2010-04-27 21:39:00,5.009,,0.1479999999999999,,122.231,,15.383,,332.233,0.007,,2.326,,0.0179999999999999,,,16.04,,,,4
2010-04-27 21:40:00,5.005,,-0.215,,122.166,,15.206,,327.682,0.004,,2.338,,0.01,,,15.926,,,,4
2010-04-27 21:41:00,5.008,,0.049,,122.346,,15.182,,316.99,0.008,,2.32,,0.0179999999999999,,,15.896,,,,4
2010-04-27 21:42:00,5.014,,-0.215,,122.373,,15.265,,310.884,0.006,,2.566,,0.016,,,15.837,,,,4
2010-04-27 21:43:00,5.018,,0.396,,122.464,,15.291,,321.37,0.007,,2.41,,0.0179999999999999,,,15.834,,,,4
2010-04-27 21:44:00,5.014,,0.005,,122.369,,15.4,,327.664,0.006,,2.506,,0.016,,,15.84,,,,4
2010-04-27 21:45:00,5.01,,-0.0719999999999999,,122.375,,15.409,,306.179,0.008,,2.626,,0.02,,,15.803,,,,4
2010-04-27 21:46:00,5.012,,-0.11,,122.422,,15.426,,312.888,0.008,,2.692,,0.02,,,15.795,,,,4
2010-04-27 21:47:00,5.025,,-0.039,,122.508,,15.411,,323.959,0.005,,2.404,,0.012,,,15.765,,,,4
2010-04-27 21:48:00,5.014,,0.154,,122.472,,15.339,,316.361,0.006,,2.348,,0.014,,,15.66,,,,4
2010-04-27 21:49:00,5.019,,0.033,,122.384,,15.265,,307.171,0.007,,2.23,,0.016,,,15.629,,,,4
2010-04-27 21:50:00,5.014,,-0.05,,122.42,,15.312,,306.001,0.008,,2.488,,0.02,,,15.706,,,,4
2010-04-27 21:51:00,5.019,,0.231,,122.472,,15.208,,303.747,0.005,,2.59,,0.012,,,15.726,,,,4
2010-04-27 21:52:00,5.018,,-0.083,,122.494,,15.095,,299.94,0.007,,2.38,,0.016,,,15.736,,,,4
2010-04-27 21:53:00,5.014,,-0.314,,122.461,,15.04,,283.85,0.005,,2.314,,0.014,,,15.721,,,,4
2010-04-27 21:54:00,5.018,,0.187,,122.53,,14.753,,293.573,0.008,,2.47,,0.02,,,15.716,,,,4
2010-04-27 21:55:00,5.016,,-0.083,,122.458,,14.747,,305.629,0.006,,2.348,,0.014,,,15.708,,,,4
2010-04-27 21:56:00,5.007,,-0.342,,122.527,,14.645,,300.182,0.006,,2.33,,0.014,,,15.633,,,,4
2010-04-27 21:57:00,5.016,,0.2359999999999999,,122.596,,14.594,,300.311,0.008,,2.684,,0.0219999999999999,,,15.679,,,,4
2010-04-27 21:58:00,5.025,,-0.055,,122.584,,14.578,,309.105,0.007,,2.272,,0.016,,,15.685,,,,4
2010-04-27 21:59:00,5.024,,-0.105,,122.661,,14.595,,318.342,0.008,,2.482,,0.0179999999999999,,,15.675,,,,4
2010-04-27 22:00:00,5.025,,0.192,,122.675,,14.575,,315.323,0.007,,2.752,,0.02,,,15.65,,,,4
2010-04-27 22:01:00,5.029,,-0.0879999999999999,,122.783,,14.455,,300.931,0.008,,2.582,,0.02,,,15.693,,,,4
2010-04-27 22:02:00,5.032,,0.121,,122.806,,14.546,,301.292,0.006,,2.54,,0.014,,,15.732,,,,4
2010-04-27 22:03:00,5.032,,-0.0219999999999999,,122.813,,14.582,,317.98,0.005,,2.696,,0.014,,,15.703,,,,4
2010-04-27 22:04:00,5.034,,0.187,,122.797,,14.647,,316.255,0.004,,2.384,,0.01,,,15.628,,,,4
2010-04-27 22:05:00,5.03,,0.0,,122.856,,14.728,,320.707,0.008,,2.362,,0.02,,,15.634,,,,4
2010-04-27 22:06:00,5.032,,0.0439999999999999,,122.791,,14.515,,315.284,0.008,,2.432,,0.02,,,15.609,,,,4
2010-04-27 22:07:00,5.03,,-0.171,,122.809,,14.496,,330.561,0.007,,2.644,,0.0179999999999999,,,15.627,,,,4
2010-04-27 22:08:00,5.033,,-0.32,,122.822,,14.473,,325.338,0.006,,2.546,,0.016,,,15.667,,,,4
2010-04-27 22:09:00,5.034,,0.231,,122.843,,14.265,,317.366,0.008,,2.426,,0.0179999999999999,,,15.739,,,,4
2010-04-27 22:10:00,5.038,,-0.116,,122.879,,14.226,,321.839,0.006,,2.41,,0.014,,,15.867,,,,4
2010-04-27 22:11:00,5.031,,0.247,,122.76,,14.648,,325.717,0.008,,2.476,,0.0179999999999999,,,15.973,,,,4
2010-04-27 22:12:00,5.018,,0.0929999999999999,,122.506,,14.838,,336.258,0.007,,2.492,,0.0179999999999999,,,15.929,,,,4
2010-04-27 22:13:00,5.008,,-0.105,,122.219,,15.028,,337.627,0.007,,2.464,,0.016,,,15.848,,,,4
2010-04-27 22:14:00,4.997,,0.446,,122.106,,15.055,,329.307,0.007,,2.528,,0.0179999999999999,,,15.791,,,,4
2010-04-27 22:15:00,4.996,,-0.105,,122.027,,15.037,,332.762,0.006,,2.404,,0.014,,,15.713,,,,4
2010-04-27 22:16:00,4.995,,0.231,,122.028,,15.0,,314.168,0.006,,2.326,,0.014,,,15.659,,,,4
2010-04-27 22:17:00,4.996,,-0.1439999999999999,,122.061,,14.942,,332.034,0.007,,2.398,,0.016,,,15.595,,,,4
2010-04-27 22:18:00,4.998,,0.214,,122.052,,14.942,,331.936,0.008,,2.548,,0.02,,,15.582,,,,4
2010-04-27 22:19:00,5.002,,-0.11,,122.069,,14.895,,338.443,0.007,,2.56,,0.0179999999999999,,,15.516,,,,4
2010-04-27 22:20:00,5.003,,-0.0609999999999999,,122.114,,14.896,,332.37,0.006,,2.372,,0.016,,,15.474,,,,4
2010-04-27 22:21:00,5.003,,-0.1769999999999999,,122.101,,14.839,,331.251,0.006,,2.564,,0.016,,,15.448,,,,4
2010-04-27 22:22:00,5.006,,0.1759999999999999,,122.153,,14.458,,331.063,0.007,,2.29,,0.016,,,15.434,,,,4
2010-04-27 22:23:00,4.995,,-0.0719999999999999,,122.09,,14.103,,327.533,0.006,,2.33,,0.014,,,15.475,,,,4
2010-04-27 22:24:00,5.005,,-0.099,,122.167,,14.043,,334.734,0.0089999999999999,,2.282,,0.02,,,15.487,,,,4
2010-04-27 22:25:00,5.005,,-0.05,,122.182,,14.158,,327.703,0.006,,2.266,,0.014,,,15.458,,,,4
2010-04-27 22:26:00,4.998,,-0.099,,122.1,,14.294,,340.817,0.005,,2.204,,0.012,,,15.434,,,,4
2010-04-27 22:27:00,4.983,,0.132,,121.762,,14.285,,322.081,0.007,,2.39,,0.0179999999999999,,,15.369,,,,4
2010-04-27 22:28:00,4.979,,-0.0609999999999999,,121.58,,14.219,,332.236,0.008,,2.468,,0.02,,,15.368,,,,4
2010-04-27 22:29:00,4.979,,0.082,,121.68,,14.191,,321.373,0.008,,2.528,,0.02,,,15.312,,,,4
2010-04-27 22:30:00,4.985,,-0.017,,121.663,,14.114,,336.334,0.008,,2.662,,0.0219999999999999,,,15.307,,,,4
2010-04-27 22:31:00,4.986,,0.049,,121.687,,13.981,,345.273,0.007,,2.578,,0.0179999999999999,,,15.314,,,,4
2010-04-27 22:32:00,4.984,,0.225,,121.704,,13.835,,337.282,0.006,,2.348,,0.014,,,15.349,,,,4
2010-04-27 22:33:00,4.989,,-0.066,,121.751,,13.866,,329.195,0.006,,2.216,,0.014,,,15.337,,,,4
2010-04-27 22:34:00,4.984,,0.0929999999999999,,121.711,,13.956,,334.458,0.006,,2.428,,0.014,,,15.348,,,,4
2010-04-27 22:35:00,4.98,,0.066,,121.704,,14.168,,335.507,0.007,,2.398,,0.016,,,15.408,,,,4
2010-04-27 22:36:00,4.983,,-0.0439999999999999,,121.768,,14.216,,340.005,0.005,,2.384,,0.012,,,15.459,,,,4
2010-04-27 22:37:00,4.981,,-0.325,,121.679,,14.132,,351.636,0.007,,2.57,,0.0179999999999999,,,15.5,,,,4
2010-04-27 22:38:00,4.988,,-0.105,,121.728,,14.07,,354.366,0.004,,2.338,,0.01,,,15.528,,,,4
2010-04-27 22:39:00,4.987,,-0.0769999999999999,,121.805,,13.9,,344.206,0.007,,2.296,,0.016,,,15.531,,,,4
2010-04-27 22:40:00,4.988,,-0.166,,121.829,,13.77,,352.11,0.006,,2.326,,0.014,,,15.512,,,,4
2010-04-27 22:41:00,4.986,,-0.0719999999999999,,121.807,,13.713,,339.301,0.008,,2.594,,0.0219999999999999,,,15.485,,,,4
2010-04-27 22:42:00,4.989,,-0.083,,121.813,,13.783,,344.228,0.007,,2.546,,0.0179999999999999,,,15.407,,,,4
2010-04-27 22:43:00,4.987,,-0.083,,121.781,,13.913,,350.849,0.007,,2.336,,0.016,,,15.403,,,,4
2010-04-27 22:44:00,4.987,,-0.11,,121.754,,13.843,,372.563,0.008,,2.444,,0.0179999999999999,,,15.328,,,,4
2010-04-27 22:45:00,4.982,,0.055,,121.694,,13.666,,370.861,0.008,,2.45,,0.02,,,15.267,,,,4
2010-04-27 22:46:00,4.986,,-0.265,,121.707,,13.322,,377.059,0.006,,2.206,,0.014,,,15.332,,,,4
2010-04-27 22:47:00,4.989,,-0.121,,121.772,,12.987,,362.815,0.007,,2.29,,0.014,,,15.352,,,,4
2010-04-27 22:48:00,4.986,,-0.0719999999999999,,121.759,,12.683,,353.747,0.007,,2.42,,0.0179999999999999,,,15.407,,,,4
2010-04-27 22:49:00,4.989,,0.0379999999999999,,121.742,,12.738,,350.632,0.008,,2.36,,0.0179999999999999,,,15.527,,,,4
2010-04-27 22:50:00,4.992,,0.033,,121.75,,12.946,,341.103,0.006,,2.438,,0.014,,,15.598,,,,4
2010-04-27 22:51:00,4.984,,0.027,,121.741,,13.587,,353.508,0.008,,2.476,,0.02,,,15.659,,,,4
2010-04-27 22:52:00,4.988,,0.0109999999999999,,121.751,,13.923,,354.752,0.008,,2.566,,0.02,,,15.57,,,,4
2010-04-27 22:53:00,4.99,,-0.2369999999999999,,121.79,,13.743,,345.891,0.0089999999999999,,2.384,,0.0219999999999999,,,15.475,,,,4
2010-04-27 22:54:00,4.987,,-0.27,,121.801,,13.553,,366.573,0.006,,2.554,,0.016,,,15.421,,,,4
2010-04-27 22:55:00,4.995,,-0.2369999999999999,,121.888,,13.744,,348.777,0.007,,2.492,,0.016,,,15.457,,,,4
2010-04-27 22:56:00,4.984,,-0.11,,121.805,,13.916,,361.697,0.008,,2.456,,0.02,,,15.48,,,,4
2010-04-27 22:57:00,4.982,,-0.0219999999999999,,121.893,,13.863,,369.604,0.007,,2.53,,0.016,,,15.393,,,,4
2010-04-27 22:58:00,4.99,,0.115,,121.836,,13.937,,366.41,0.007,,2.282,,0.016,,,15.403,,,,4
2010-04-27 22:59:00,4.996,,0.253,,121.902,,13.954,,363.781,0.006,,2.546,,0.016,,,15.335,,,,4
2010-04-27 23:00:00,4.993,,0.0599999999999999,,121.915,,13.868,,357.193,0.006,,2.362,,0.014,,,15.256,,,,4
2010-04-27 23:01:00,4.992,,0.264,,121.931,,14.024,,359.777,0.006,,2.696,,0.016,,,15.278,,,,4
2010-04-27 23:02:00,4.994,,-0.05,,121.938,,14.173,,348.944,0.0089999999999999,,2.542,,0.0219999999999999,,,15.226,,,,4
2010-04-27 23:03:00,4.991,,0.22,,121.932,,14.202,,348.115,0.006,,2.71,,0.0179999999999999,,,15.188,,,,4
2010-04-27 23:04:00,4.996,,-0.1769999999999999,,121.949,,14.171,,355.079,0.007,,2.42,,0.016,,,15.144,,,,4
2010-04-27 23:05:00,4.995,,0.2419999999999999,,121.958,,14.196,,326.674,0.008,,2.536,,0.0179999999999999,,,15.115,,,,4
2010-04-27 23:06:00,4.998,,0.3569999999999999,,121.977,,14.094,,354.552,0.008,,2.468,,0.0179999999999999,,,15.096,,,,4
2010-04-27 23:07:00,4.992,,-0.033,,121.935,,13.903,,351.91,0.007,,2.636,,0.0179999999999999,,,15.051,,,,4
2010-04-27 23:08:00,4.984,,0.027,,121.921,,13.692,,357.235,0.007,,2.602,,0.02,,,15.059,,,,4
2010-04-27 23:09:00,4.998,,0.247,,122.016,,13.818,,335.099,0.008,,2.672,,0.02,,,15.151,,,,4
2010-04-27 23:10:00,4.997,,0.1759999999999999,,121.951,,13.807,,325.859,0.006,,2.374,,0.016,,,15.127,,,,4
2010-04-27 23:11:00,4.994,,-0.133,,121.978,,13.708,,334.816,0.006,,2.662,,0.016,,,15.092,,,,4
2010-04-27 23:12:00,4.992,,-0.27,,121.902,,14.197,,348.559,0.005,,2.368,,0.012,,,15.112,,,,4
2010-04-27 23:13:00,4.994,,-0.006,,121.979,,14.433,,342.876,0.006,,2.362,,0.016,,,14.993,,,,4
2010-04-27 23:14:00,5.001,,0.0109999999999999,,122.044,,14.61,,334.616,0.007,,2.432,,0.0179999999999999,,,14.967,,,,4
2010-04-27 23:15:00,4.994,,0.0769999999999999,,122.025,,14.872,,335.764,0.007,,2.384,,0.0179999999999999,,,14.998,,,,4
2010-04-27 23:16:00,4.997,,0.027,,122.02,,14.73,,340.453,0.006,,2.546,,0.016,,,14.906,,,,4
2010-04-27 23:17:00,4.996,,0.187,,122.037,,14.573,,336.635,0.007,,2.552,,0.0179999999999999,,,14.897,,,,4
2010-04-27 23:18:00,4.998,,-0.033,,122.054,,14.491,,335.691,0.006,,2.42,,0.014,,,14.873,,,,4
2010-04-27 23:19:00,5.001,,-0.094,,122.116,,14.183,,344.247,0.007,,2.378,,0.0179999999999999,,,14.871,,,,4
2010-04-27 23:20:00,5.001,,-0.0439999999999999,,122.144,,13.854,,332.804,0.0089999999999999,,2.53,,0.0219999999999999,,,14.943,,,,4
2010-04-27 23:21:00,5.0,,-0.083,,122.11,,13.804,,322.601,0.0089999999999999,,2.566,,0.0219999999999999,,,14.996,,,,4
2010-04-27 23:22:00,4.997,,0.082,,122.071,,13.96,,333.653,0.007,,2.222,,0.016,,,15.008,,,,4
2010-04-27 23:23:00,4.998,,-0.1489999999999999,,122.108,,14.16,,340.883,0.007,,2.5,,0.0179999999999999,,,14.928,,,,4
2010-04-27 23:24:00,5.004,,0.005,,122.123,,14.342,,324.156,0.004,,2.194,,0.008,,,14.901,,,,4
2010-04-27 23:25:00,5.002,,0.0,,122.123,,14.59,,325.565,0.007,,2.542,,0.0179999999999999,,,14.896,,,,4
2010-04-27 23:26:00,5.002,,0.099,,122.104,,14.414,,336.593,0.007,,2.312,,0.016,,,14.868,,,,4
2010-04-27 23:27:00,5.004,,0.055,,122.068,,14.175,,334.762,0.007,,2.39,,0.0179999999999999,,,14.865,,,,4
2010-04-27 23:28:00,4.995,,0.253,,121.995,,13.858,,325.114,0.007,,2.834,,0.0219999999999999,,,14.866,,,,4
2010-04-27 23:29:00,5.003,,-0.138,,122.038,,13.745,,346.595,0.006,,2.516,,0.016,,,14.979,,,,4
2010-04-27 23:30:00,5.001,,0.1759999999999999,,122.063,,13.646,,341.988,0.007,,2.278,,0.016,,,15.043,,,,4
2010-04-27 23:31:00,5.009,,-0.05,,122.073,,13.446,,338.812,0.007,,2.336,,0.016,,,15.06,,,,4
2010-04-27 23:32:00,4.993,,0.187,,122.041,,13.578,,352.483,0.007,,2.534,,0.0179999999999999,,,15.141,,,,4
2010-04-27 23:33:00,5.004,,0.027,,122.123,,13.999,,355.827,0.006,,2.536,,0.016,,,15.166,,,,4
2010-04-27 23:34:00,5.004,,-0.0219999999999999,,122.088,,14.14,,345.081,0.008,,2.356,,0.0179999999999999,,,15.054,,,,4
2010-04-27 23:35:00,5.002,,0.214,,122.077,,14.114,,341.829,0.006,,2.542,,0.014,,,14.989,,,,4
2010-04-27 23:36:00,4.997,,0.253,,122.081,,13.961,,324.445,0.008,,2.44,,0.0179999999999999,,,14.974,,,,4
2010-04-27 23:37:00,4.999,,-0.232,,122.094,,13.956,,313.425,0.007,,2.51,,0.0179999999999999,,,14.99,,,,4
2010-04-27 23:38:00,4.998,,-0.0769999999999999,,122.059,,13.86,,321.638,0.008,,2.74,,0.024,,,15.031,,,,4
2010-04-27 23:39:00,5.005,,0.214,,122.099,,13.903,,330.059,0.007,,2.288,,0.016,,,15.081,,,,4
2010-04-27 23:40:00,5.004,,-0.0439999999999999,,122.056,,13.932,,337.264,0.007,,2.372,,0.0179999999999999,,,15.103,,,,4
2010-04-27 23:41:00,5.01,,0.115,,122.103,,14.094,,346.254,0.006,,2.54,,0.016,,,15.075,,,,4
2010-04-27 23:42:00,5.005,,0.22,,122.109,,14.195,,336.982,0.006,,2.572,,0.016,,,14.978,,,,4
2010-04-27 23:43:00,5.005,,-0.094,,122.14,,14.1,,352.057,0.006,,2.666,,0.0179999999999999,,,14.855,,,,4
2010-04-27 23:44:00,5.008,,-0.1769999999999999,,122.136,,14.244,,338.885,0.006,,2.642,,0.016,,,14.814,,,,4
2010-04-27 23:45:00,5.003,,-0.0109999999999999,,122.183,,14.333,,332.944,0.008,,2.524,,0.02,,,14.71,,,,4
2010-04-27 23:46:00,5.005,,0.247,,122.155,,14.257,,334.821,0.006,,2.576,,0.016,,,14.608,,,,4
2010-04-27 23:47:00,5.002,,-0.066,,122.147,,14.048,,335.705,0.006,,2.566,,0.016,,,14.486,,,,4
2010-04-27 23:48:00,5.0,,0.066,,122.17,,13.647,,330.755,0.006,,2.762,,0.0179999999999999,,,14.36,,,,4
2010-04-27 23:49:00,4.998,,-0.0109999999999999,,122.13,,12.794,,350.783,0.007,,2.752,,0.02,,,14.324,,,,4
2010-04-27 23:50:00,5.0,,0.11,,122.107,,11.979,,361.354,0.0089999999999999,,2.698,,0.024,,,14.378,,,,4
2010-04-27 23:51:00,5.009,,0.1809999999999999,,122.178,,11.806,,354.078,0.006,,2.774,,0.0179999999999999,,,14.493,,,,4
2010-04-27 23:52:00,5.007,,0.0929999999999999,,122.215,,11.851,,334.991,0.007,,2.72,,0.02,,,14.588,,,,4
2010-04-27 23:53:00,5.002,,-0.259,,122.207,,11.756,,314.585,0.006,,2.774,,0.016,,,14.582,,,,4
2010-04-27 23:54:00,4.998,,-0.099,,122.143,,11.482,,319.463,0.007,,2.878,,0.0219999999999999,,,14.666,,,,4
2010-04-27 23:55:00,5.003,,-0.033,,122.23,,12.193,,324.574,0.008,,2.734,,0.0219999999999999,,,14.835,,,,4
2010-04-27 23:56:00,5.008,,0.0,,122.201,,13.041,,350.796,0.007,,2.756,,0.0179999999999999,,,14.808,,,,4
2010-04-27 23:57:00,5.006,,0.121,,122.275,,13.438,,343.643,0.007,,2.936,,0.0219999999999999,,,14.72,,,,4
2010-04-27 23:58:00,5.002,,0.027,,122.224,,13.54,,323.915,0.006,,2.938,,0.0179999999999999,,,14.643,,,,4
2010-04-27 23:59:00,5.009,,-0.199,,122.302,,13.291,,327.158,0.006,,2.824,,0.016,,,14.397,,,,4
