measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_temp__1368,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,module_temp_1__321,poa_irradiance__313,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2007-08-28 19:15:00,4.944,-0.095,118.527,20.688,,,,,23.574,0.008,3.026,0.024,,,,,23.174,13.0,,,,4
2007-08-28 19:30:00,4.94,-0.095,118.478,20.217,,,,,23.129,0.007,2.185,0.016,,,,,22.526,14.0,,,,4
2007-08-28 19:45:00,4.943,-0.095,118.547,19.615,,,,,22.68,0.008,1.812,0.014,,,,,21.495,14.0,,,,4
2007-08-28 20:00:00,4.941,-0.096,118.504,19.079,,,,,22.225,0.008,1.635,0.0129999999999999,,,,,20.944,13.0,,,,4
2007-08-28 20:15:00,4.942,-0.095,118.51,18.894,,,,,21.878,0.008,1.79,0.014,,,,,20.694,13.0,,,,4
2007-08-28 20:30:00,4.942,-0.099,118.42,18.616,,,,,21.523,0.007,1.725,0.0129999999999999,,,,,20.121,13.0,,,,4
2007-08-28 20:45:00,4.945,-0.097,118.485,18.381,,,,,21.175,0.007,1.776,0.0129999999999999,,,,,19.981,12.0,,,,4
2007-08-28 21:00:00,4.959,-0.095,118.8,18.485,,,,,20.958,0.008,2.042,0.016,,,,,19.967,13.0,,,,4
2007-08-28 21:15:00,4.932,-0.1179999999999999,118.188,18.015,,,,,20.646,0.008,1.937,0.0149999999999999,,,,,19.343,12.0,,,,4
2007-08-28 21:30:00,4.925,-0.126,117.939,17.702,,,,,20.264,0.007,1.841,0.0129999999999999,,,,,18.448,12.0,,,,4
2007-08-28 21:45:00,4.933,-0.112,118.132,18.123,,,,,19.956,0.007,1.881,0.014,,,,,18.955,14.0,,,,4
2007-08-28 22:00:00,4.937,-0.097,118.224,18.678,,,,,20.055,0.007,2.274,0.017,,,,,19.314,14.0,,,,4
2007-08-28 22:15:00,4.939,-0.096,118.321,18.598,,,,,20.18,0.007,2.396,0.017,,,,,19.017,14.0,,,,4
2007-08-28 22:30:00,4.937,-0.096,118.36,18.328,,,,,20.086,0.008,2.37,0.0179999999999999,,,,,18.669,13.0,,,,4
2007-08-28 22:45:00,4.951,-0.095,118.632,17.773,,,,,19.883,0.007,2.406,0.0179999999999999,,,,,18.095,13.0,,,,4
2007-08-28 23:00:00,4.96,-0.098,118.784,17.414,,,,,19.624,0.007,2.359,0.017,,,,,17.369,12.0,,,,4
2007-08-28 23:15:00,4.963,-0.095,118.835,16.807,,,,,19.242,0.007,2.434,0.0179999999999999,,,,,17.352,13.0,,,,4
2007-08-28 23:30:00,4.974,-0.095,119.066,16.688,,,,,18.814,0.007,2.441,0.0179999999999999,,,,,17.16,14.0,,,,4
2007-08-28 23:45:00,4.979,-0.095,119.207,16.966,,,,,18.58,0.007,2.448,0.0179999999999999,,,,,16.92,14.0,,,,4
