measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,module_temp_1__321,module_temp_f__18,poa_irradiance__313,wind_speed_mph__19,system_id
2008-09-18 08:45:00,5.972,571.507,123.34,20.155,,24.081,2.334,264.73,617.842,,33.26,,713.785,,4
2008-09-18 09:00:00,6.22,619.611,123.395,20.117,,24.773,2.552,262.395,669.542,,34.787,,771.45,,4
2008-09-18 09:15:00,6.433,658.293,123.718,20.896,,25.456,2.696,264.051,711.69,,37.038,,821.727,,4
2008-09-18 09:30:00,6.65,696.791,123.988,20.845,,26.066,2.882,261.451,753.4729999999998,,37.912,,868.475,,4
2008-09-18 09:45:00,6.848,732.716,124.128,21.379,,26.569,3.028,261.692,792.087,,39.826,,917.541,,4
2008-09-18 10:00:00,7.019,763.0929999999998,124.536,21.596,,27.129,3.185,259.097,825.075,,41.578,,960.341,,4
2008-09-18 10:15:00,7.169,788.1799999999998,124.555,22.249,,27.709,3.305,257.635,851.302,,43.395,,995.857,,4
2008-09-18 10:30:00,7.301,810.347,124.395,22.443,,28.543,3.415,256.3,875.1839999999999,,44.43,,1026.928,,4
2008-09-18 10:45:00,7.432,830.87,124.17,22.531,,29.36,3.514,255.502,897.642,,45.317,,1052.381,,4
2008-09-18 11:00:00,7.577,853.3869999999998,124.154,22.89,,30.121,3.6,256.466,923.078,,46.05,,1076.715,,4
2008-09-18 11:15:00,7.625,862.404,124.264,23.45,,30.926,3.656,255.142,932.643,,47.484,,1090.659,,4
2008-09-18 11:30:00,7.635,863.5829999999999,124.301,24.004,,31.69,3.665,254.736,933.556,,49.781,,1100.634,,4
2008-09-18 11:45:00,7.657,868.1459999999998,124.396,23.794,,32.502,3.722,252.218,938.594,,50.067,,1106.537,,4
2008-09-18 12:00:00,7.722,880.4489999999998,125.097,24.54,,33.063,3.767,252.917,952.571,,50.554,,1121.99,,4
2008-09-18 12:15:00,7.729,881.7229999999998,125.074,25.172,,33.344,3.788,251.72,953.359,,52.043,,1125.917,,4
2008-09-18 12:30:00,7.599,859.7129999999999,124.646,25.257,,33.611,3.631,255.925,928.894,,51.27,,1092.976,,4
2008-09-18 12:45:00,7.271,804.7849999999999,124.251,25.208,,33.498,3.384,257.206,870.264,,50.274,,1015.739,,4
2008-09-18 13:00:00,5.385,438.392,122.227,24.927,,33.291,1.85,256.747,476.874,,44.681,,559.367,,4
2008-09-18 13:15:00,4.959,320.101,121.765,24.043,,32.432,1.347,260.773,351.28,,38.195,,403.967,,4
2008-09-18 13:30:00,5.129,383.008,122.182,24.623,,32.081,1.571,266.452,418.398,,39.559,,475.542,,4
2008-09-18 13:45:00,5.304,431.676,122.436,24.59,,32.152,1.822,257.946,469.475,,40.846,,536.666,,4
2008-09-18 14:00:00,5.24,407.996,122.516,24.443,,32.479,1.691,263.182,444.264,,40.807,,508.667,,4
2008-09-18 14:15:00,4.823,230.631,121.465,24.399,,32.615,1.0,257.224,256.953,,38.133,,308.633,,4
2008-09-18 14:30:00,4.784,165.234,121.169,24.588,,32.205,0.7339999999999999,256.336,188.178,,35.865,,229.56,,4
2008-09-18 14:45:00,4.796,139.354,121.166,23.801,,31.187,0.623,258.897,161.286,,33.993,,196.821,,4
2008-09-18 15:00:00,4.847,106.728,121.254,23.734,,30.033,0.4939999999999999,257.09,126.823,,32.364,,158.496,,4
2008-09-18 15:15:00,4.873,89.917,120.935,23.283,,29.118,0.4199999999999999,260.41,109.33,,30.85,,140.179,,4
2008-09-18 15:30:00,4.984,65.409,121.005,22.513,,28.148,0.332,250.551,83.334,,29.472,,114.705,,4
2008-09-18 15:45:00,5.111,48.346,120.895,21.675,,26.715,0.27,241.096,65.091,,28.063,,95.924,,4
2008-09-18 16:00:00,5.035,59.877,120.919,20.523,,24.929,0.311,248.772,77.308,,26.717,,107.796,,4
2008-09-18 16:15:00,5.03,57.667,120.65,19.854,,23.702,0.309,243.523,75.123,,25.411,,105.859,,4
2008-09-18 16:30:00,5.002,58.408,120.339,19.518,,22.762,0.31,244.268,75.821,,24.348,,107.966,,4
2008-09-18 16:45:00,5.062,54.675,120.59,18.997,,22.072,0.2979999999999999,240.025,71.421,,23.449,,105.398,,4
2008-09-18 17:00:00,5.112,46.167,120.923,18.475,,21.296,0.262,239.86,62.928,,22.477,,98.432,,4
2008-09-18 17:15:00,5.21,26.518,120.566,18.261,,20.701,0.1729999999999999,242.031,41.896,,21.44,,77.01,,4
2008-09-18 17:30:00,5.251,9.55,120.14,17.999,,20.255,0.099,233.268,23.185,,20.585,,54.935,,4
2008-09-18 17:45:00,5.286,-1.813,119.911,17.751,,19.879,0.0519999999999999,176.87,9.296,,19.936,,40.456,,4
2008-09-18 18:00:00,5.008,-0.3619999999999999,119.708,17.568,,19.509,0.019,97.945,2.199,,19.43,,31.644,,4
2008-09-18 18:15:00,4.973,-0.095,119.628,17.332,,19.188,0.01,10.06,0.1,,19.064,,29.155,,4
2008-09-18 18:30:00,4.967,-0.095,119.492,17.172,,18.945,0.008,4.969,0.04,,18.748,,28.668,,4
2008-09-18 18:45:00,5.009,-0.095,120.451,17.189,,18.769,0.008,2.726,0.021,,18.521,,28.68,,4
2008-09-18 19:00:00,5.015,-0.095,120.58,17.272,,18.693,0.008,2.218,0.017,,18.221,,28.854,,4
2008-09-18 19:15:00,4.986,-0.095,119.96,17.404,,18.688,0.008,1.972,0.0149999999999999,,17.991,,28.45,,4
2008-09-18 19:30:00,4.993,-0.095,120.097,17.293,,18.71,0.008,1.908,0.014,,17.919,,28.376,,4
2008-09-18 19:45:00,5.003,-0.095,120.282,17.216,,18.663,0.007,1.94,0.0149999999999999,,17.917,,28.001,,4
2008-09-18 20:00:00,5.011,-0.095,120.505,16.708,,18.493,0.008,1.949,0.0149999999999999,,17.942,,28.372,,4
2008-09-18 20:15:00,5.028,-0.094,120.879,16.863,,18.223,0.008,1.93,0.0149999999999999,,17.828,,28.472,,4
2008-09-18 20:30:00,5.029,-0.095,120.844,16.929,,18.223,0.008,2.03,0.016,,17.726,,28.059,,4
2008-09-18 20:45:00,5.041,-0.0929999999999999,121.108,16.969,,18.307,0.008,2.098,0.017,,17.596,,28.579,,4
2008-09-18 21:00:00,5.049,-0.0909999999999999,121.228,16.931,,18.341,0.007,2.093,0.0149999999999999,,17.656,,28.954,,4
2008-09-18 21:15:00,5.006,-0.095,120.302,17.017,,18.324,0.008,2.007,0.0149999999999999,,17.68,,29.37,,4
2008-09-18 21:30:00,5.016,-0.095,120.489,17.049,,18.377,0.008,1.723,0.0129999999999999,,17.517,,29.358,,4
2008-09-18 21:45:00,5.018,-0.095,120.53,17.047,,18.404,0.008,1.625,0.012,,17.268,,27.562,,4
2008-09-18 22:00:00,5.028,-0.095,120.732,17.037,,18.257,0.008,1.519,0.012,,17.058,,26.511,,4
2008-09-18 22:15:00,5.029,-0.095,120.797,16.684,,18.099,0.008,1.521,0.012,,16.72,,26.145,,4
2008-09-18 22:30:00,5.035,-0.095,120.899,16.437,,17.857,0.008,1.552,0.012,,16.504,,27.466,,4
2008-09-18 22:45:00,5.03,-0.095,120.807,16.49,,17.628,0.008,1.534,0.012,,16.34,,28.037,,4
2008-09-18 23:00:00,5.034,-0.095,120.891,16.223,,17.527,0.007,1.571,0.012,,15.849,,27.029,,4
2008-09-18 23:15:00,5.034,-0.095,120.9,15.78,,17.412,0.007,1.628,0.012,,15.605,,26.788,,4
2008-09-18 23:30:00,5.034,-0.095,120.908,15.762,,17.223,0.008,1.663,0.0129999999999999,,15.553,,26.544,,4
2008-09-18 23:45:00,5.04,-0.095,121.06,15.608,,17.081,0.007,1.711,0.012,,15.765,,27.719,,4
