measured_on,ac_power__423,ac_voltage__426,dc_pos_current__425,dc_pos_voltage__424,dc_power__422,poa_irradiance__421,system_id
2019-02-22 18:36:00,,,,,,0.0,10
2019-02-22 18:41:00,,122.0,,,,,10
2019-02-22 18:42:00,,,,,,0.0,10
2019-02-22 18:43:00,,,,,,0.0,10
2019-02-22 18:44:00,,122.0,,,,0.0,10
2019-02-22 18:46:00,,122.0,,,,,10
2019-02-22 18:47:00,,,,,,0.0,10
2019-02-22 18:48:00,,122.0,,,,,10
2019-02-22 18:50:00,,,,,,0.0,10
2019-02-22 18:51:00,,,,,,0.0,10
2019-02-22 18:52:00,,,,,,0.0,10
2019-02-22 18:54:00,,,,,,0.0,10
2019-02-22 18:55:00,,,,,,0.0,10
2019-02-22 18:56:00,,122.0,,,,0.0,10
2019-02-22 18:58:00,,,,,,0.0,10
2019-02-22 18:59:00,,,,,,0.0,10
2019-02-22 19:00:00,,,,,,0.0,10
2019-02-22 19:03:00,,,,,,0.0,10
2019-02-22 19:07:00,,122.0,,,,,10
2019-02-22 19:08:00,,,,,,0.0,10
2019-02-22 19:10:00,,,,,,0.0,10
2019-02-22 19:14:00,,,,,,0.0,10
2019-02-22 19:21:00,,,,,,0.0,10
2019-02-22 19:23:00,,,,,,0.0,10
2019-02-22 19:24:00,,,,,,0.0,10
2019-02-22 19:29:00,,,,,,0.0,10
2019-02-22 19:49:00,,,,0.0,,,10
2019-02-22 19:54:00,,,,,,0.0,10
2019-02-22 19:55:00,,,,,,0.0,10
2019-02-22 20:00:00,,,,,,0.0,10
2019-02-22 20:02:00,,,,,,0.0,10
2019-02-22 20:03:00,,,,,,0.0,10
2019-02-22 20:04:00,,,,,,0.0,10
2019-02-22 20:09:00,,,,,,0.0,10
2019-02-22 20:10:00,,,,,,0.0,10
2019-02-22 20:14:00,,,,,,0.0,10
2019-02-22 20:24:00,,,,,,0.0,10
2019-02-22 20:27:00,,,,,,0.0,10
2019-02-22 20:28:00,,,,,,0.0,10
2019-02-22 20:35:00,,,,,,0.0,10
2019-02-22 20:36:00,,,,,,0.0,10
2019-02-22 20:37:00,,,,,,0.0,10
2019-02-22 20:47:00,,,,,,0.0,10
2019-02-22 20:53:00,,,,,,0.0,10
2019-02-22 22:06:00,,,,,,0.0,10
2019-02-22 22:07:00,,,,,,0.0,10
2019-02-22 22:09:00,,,,,,0.0,10
2019-02-22 22:10:00,,,,,,0.0,10
2019-02-22 22:11:00,,,,,,0.0,10
2019-02-22 22:12:00,,,,,,0.0,10
2019-02-22 22:26:00,,,,,,0.0,10
2019-02-22 22:27:00,,,,,,0.0,10
2019-02-22 22:30:00,,,,,,0.0,10
2019-02-22 22:39:00,,,,,,0.0,10
2019-02-22 22:42:00,,,,,,0.0,10
2019-02-22 22:50:00,,,,,,0.0,10
2019-02-22 22:58:00,,,,,,0.0,10
2019-02-22 23:00:00,,,,,,0.0,10
2019-02-22 23:05:00,,,,,,0.0,10
2019-02-22 23:08:00,,,,,,0.0,10
