measured_on,ac_voltage__426,das_battery_voltage__434,dc_pos_voltage__424,poa_irradiance__421,system_id
2019-03-03 21:03:00,,,0.0,,10
2019-03-03 21:24:00,,,,0.0,10
2019-03-03 21:25:00,,,,0.0,10
2019-03-03 21:27:00,,,,0.0,10
2019-03-03 21:29:00,,,,0.0,10
2019-03-03 21:30:00,,,,0.0,10
2019-03-03 21:31:00,,,,0.0,10
2019-03-03 21:33:00,,,,0.0,10
2019-03-03 21:34:00,,,,0.0,10
2019-03-03 21:35:00,,,,0.0,10
2019-03-03 21:36:00,,,,0.0,10
2019-03-03 21:37:00,,,,0.0,10
2019-03-03 21:38:00,,,,0.0,10
2019-03-03 21:39:00,,,,0.0,10
2019-03-03 21:40:00,,,,0.0,10
2019-03-03 21:41:00,,,,0.0,10
2019-03-03 21:42:00,,,,0.0,10
2019-03-03 21:45:00,,,,0.0,10
2019-03-03 21:49:00,,,,0.0,10
2019-03-03 21:54:00,,,,0.0,10
2019-03-03 22:05:00,,,,0.0,10
2019-03-03 22:06:00,,,,0.0,10
2019-03-03 22:07:00,,,,0.0,10
2019-03-03 22:11:00,,,,0.0,10
2019-03-03 22:44:00,,,0.0,,10
2019-03-03 22:51:00,122.0,,,,10
2019-03-03 22:58:00,122.0,,,,10
2019-03-03 23:05:00,,,0.0,,10
2019-03-03 23:10:00,122.0,,,,10
2019-03-03 23:13:00,122.0,,,,10
